topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,issue_id
0.00032154340836022143,0.00032154340836022143,0.00032154340836022143,0.27972795252850763,0.00032154340836022143,0.00032154340836022143,0.12911063963086958,0.3599479124374454,0.22928423495301611,0.00032154340836022143,MAPREDUCE-7044
0.00019193857965455117,0.39130076511323475,0.00019193857965455117,0.00019193857965455117,0.00019193857965455117,0.00019193857965455117,0.00019193857965455117,0.3463203378282519,0.00019193857965455117,0.2610353270009314,MAPREDUCE-6974
0.0005847953216375595,0.0005847953216375595,0.0005847953216375595,0.0005847953216375595,0.0005847953216375595,0.5515628131383832,0.0005847953216375595,0.4437588242885162,0.0005847953216375595,0.0005847953216375595,MAPREDUCE-6935
0.00031152647975081103,0.00031152647975081103,0.00031152647975081103,0.00031152647975081103,0.00031152647975081103,0.00031152647975081103,0.9971962616822428,0.00031152647975081103,0.00031152647975081103,0.00031152647975081103,MAPREDUCE-6994
0.0002932551319648575,0.0002932551319648575,0.0002932551319648575,0.0002932551319648575,0.0002932551319648575,0.0002932551319648575,0.8483119409459083,0.14934201799837288,0.0002932551319648575,0.0002932551319648575,MAPREDUCE-6989
0.00028490028490032695,0.00028490028490032695,0.00028490028490032695,0.34066952047088217,0.00028490028490032695,0.00028490028490032695,0.24928473391367112,0.00028490028490032695,0.00028490028490032695,0.40805144362114426,MAPREDUCE-6988
0.045890187307175666,6.798096532974199e-05,0.15676187064868796,6.798096532974199e-05,6.798096532974199e-05,6.798096532974199e-05,0.019205935795287073,0.3441962506967612,6.798096532974199e-05,0.4336058507254394,MAPREDUCE-6956
0.42596209388002876,0.0002770083102493544,0.0002770083102493544,0.5718218396379764,0.0002770083102493544,0.0002770083102493544,0.0002770083102493544,0.0002770083102493544,0.0002770083102493544,0.0002770083102493544,MAPREDUCE-6938
0.0002849002849003448,0.0002849002849003448,0.0002849002849003448,0.0002849002849003448,0.6582608194255395,0.0002849002849003448,0.3394599782952578,0.0002849002849003448,0.0002849002849003448,0.0002849002849003448,MAPREDUCE-6916
0.00020790020790023157,0.08802824244443509,0.21366266455807428,0.6968537915421892,0.00020790020790023157,0.00020790020790023157,0.00020790020790023157,0.00020790020790023157,0.00020790020790023157,0.00020790020790023157,MAPREDUCE-6893
0.0001386962552011525,0.31704432364417207,0.46633796749206974,0.0001386962552011525,0.0001386962552011525,0.10632159104305519,0.0001386962552011525,0.10946394028949587,0.0001386962552011525,0.0001386962552011525,MAPREDUCE-6889
0.00017211703958694134,0.00017211703958694134,0.00017211703958694134,0.00017211703958694134,0.00017211703958694134,0.9984509466437176,0.00017211703958694134,0.00017211703958694134,0.00017211703958694134,0.00017211703958694134,MAPREDUCE-6877
0.00010626992561106595,0.00010626992561106595,0.00010626992561106595,0.9990435706695002,0.00010626992561106595,0.00010626992561106595,0.00010626992561106595,0.00010626992561106595,0.00010626992561106595,0.00010626992561106595,MAPREDUCE-6871
7.627765064837566e-05,7.627765064837566e-05,7.627765064837566e-05,7.627765064837566e-05,7.627765064837566e-05,7.627765064837566e-05,7.627765064837566e-05,0.5114996470211303,7.627765064837566e-05,0.4878901317736825,MAPREDUCE-6854
0.00016638935108155488,0.00016638935108155488,0.00016638935108155488,0.00016638935108155488,0.00016638935108155488,0.00016638935108155488,0.00016638935108155488,0.00016638935108155488,0.00016638935108155488,0.998502495840266,MAPREDUCE-6840
0.0001367989056088084,0.0001367989056088084,0.0001367989056088084,0.2364037999703955,0.0001367989056088084,0.0001367989056088084,0.0001367989056088084,0.15631720160418403,0.018617098412183366,0.5878411065795843,MAPREDUCE-6823
9.514747859183222e-05,9.514747859183222e-05,9.514747859183222e-05,9.514747859183222e-05,9.514747859183222e-05,9.514747859183222e-05,9.514747859183222e-05,9.514747859183222e-05,9.514747859183222e-05,0.9991436726926735,MAPREDUCE-6803
0.000131406044678104,0.000131406044678104,0.12829459697710993,0.40144543602699434,0.15176890217127104,0.14290013414869865,0.000131406044678104,0.000131406044678104,0.17493390045253537,0.000131406044678104,MAPREDUCE-6778
0.0004149377593362029,0.0004149377593362029,0.0004149377593362029,0.0004149377593362029,0.0004149377593362029,0.0004149377593362029,0.0004149377593362029,0.44701681827231,0.0004149377593362029,0.5496636796530004,MAPREDUCE-6760
8.190008190009608e-05,8.190008190009608e-05,8.190008190009608e-05,8.190008190009608e-05,8.190008190009608e-05,0.999262899262899,8.190008190009608e-05,8.190008190009608e-05,8.190008190009608e-05,8.190008190009608e-05,MAPREDUCE-6754
0.0002320185614849884,0.0002320185614849884,0.0002320185614849884,0.0002320185614849884,0.4059041592209057,0.0002320185614849884,0.0002320185614849884,0.5922396922872144,0.0002320185614849884,0.0002320185614849884,MAPREDUCE-6726
0.00034364261168390645,0.00034364261168390645,0.00034364261168390645,0.00034364261168390645,0.00034364261168390645,0.00034364261168390645,0.00034364261168390645,0.00034364261168390645,0.9969072164948448,0.00034364261168390645,MAPREDUCE-6697
0.00011890606420929247,0.00011890606420929247,0.00011890606420929247,0.9989298454221162,0.00011890606420929247,0.00011890606420929247,0.00011890606420929247,0.00011890606420929247,0.00011890606420929247,0.00011890606420929247,MAPREDUCE-6690
0.29914233681904473,0.6972377536786921,0.00045248868778288915,0.00045248868778288915,0.00045248868778288915,0.00045248868778288915,0.00045248868778288915,0.00045248868778288915,0.00045248868778288915,0.00045248868778288915,MAPREDUCE-4505
0.7229915330516038,0.00013679890560880354,0.00013679890560880354,0.00013679890560880354,0.2759140757035256,0.00013679890560880354,0.00013679890560880354,0.00013679890560880354,0.00013679890560880354,0.00013679890560880354,MAPREDUCE-6679
0.1882248477307639,0.30443699879651936,0.07492754945333292,0.00043290043290053406,0.4298132014219806,0.00043290043290053406,0.00043290043290053406,0.00043290043290053406,0.00043290043290053406,0.00043290043290053406,MAPREDUCE-6669
